Incident Datetime,Incident Date,Incident Time,Incident Year,Incident Day of Week,Report Datetime,Row ID,Incident ID,Incident Number,Incident Code,Incident Category,Incident Subcategory,Incident Description,Resolution,Intersection,Police District,Analysis Neighborhood,Latitude,Longitude,Point
2021/05/09 03:10:00 PM,2021/05/09,15:10,2021,Sunday,2021/05/09 03:17:00 PM,102872464020,1028724,210284896,64020,Non-Criminal,Other,Mental Health Detention,Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2021/04/17 08:00:00 PM,2021/04/17,20:00,2021,Saturday,2021/04/18 09:11:00 AM,102272405083,1022724,210237958,05083,Burglary,Burglary - Hot Prowl,"Burglary, Hot Prowl, Unlawful Entry",Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2018/07/04 07:31:00 AM,2018/07/04,07:31,2018,Wednesday,2018/07/04 07:31:00 AM,68670007041,686700,180477703,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2022/06/05 06:00:00 PM,2022/06/05,18:00,2022,Sunday,2022/06/07 09:35:00 AM,117554906372,1175549,226129284,06372,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, $50-$200",Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2022/11/16 04:00:00 PM,2022/11/16,16:00,2022,Wednesday,2022/11/16 04:59:00 PM,121542307025,1215423,220789767,07025,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Truck",Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2022/07/28 11:47:00 PM,2022/07/28,23:47,2022,Thursday,2022/07/28 11:53:00 PM,117589228150,1175892,220502484,28150,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2022/04/14 10:00:00 AM,2022/04/14,10:00,2022,Thursday,2022/04/19 09:22:00 PM,114244071010,1142440,220256625,71010,Other Offenses,Other Offenses,"License Plate, Lost",Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2022/01/11 12:00:00 AM,2022/01/11,00:00,2022,Tuesday,2022/04/27 10:46:00 AM,114492964070,1144929,220274241,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2022/01/22 12:19:00 PM,2022/01/22,12:19,2022,Saturday,2022/01/22 10:12:00 PM,111418209250,1114182,220049038,09250,Fraud,Fraud,Fraudulent Use Of Automated Teller Card,Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2021/12/16 04:00:00 PM,2021/12/16,16:00,2021,Thursday,2021/12/18 06:30:00 PM,110387207021,1103872,210836895,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2022/01/22 12:19:00 PM,2022/01/22,12:19,2022,Saturday,2022/01/22 10:12:00 PM,111418271000,1114182,220049038,71000,Lost Property,Lost Property,Lost Property,Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2021/07/01 12:00:00 AM,2021/07/01,00:00,2021,Thursday,2021/07/29 01:23:00 PM,105494671000,1054946,210480066,71000,Lost Property,Lost Property,Lost Property,Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2021/09/24 12:31:00 AM,2021/09/24,00:31,2021,Friday,2021/09/24 12:39:00 AM,107348205083,1073482,210619594,05083,Burglary,Burglary - Hot Prowl,"Burglary, Hot Prowl, Unlawful Entry",Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2021/10/18 02:15:00 PM,2021/10/18,14:15,2021,Monday,2021/10/18 02:20:00 PM,108196712030,1081967,210682745,12030,Weapons Offense,Weapons Offense,"Weapon, Deadly, Imitation or Laser Scope, Exhibiting",Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2021/07/01 12:00:00 AM,2021/07/01,00:00,2021,Thursday,2021/07/29 01:23:00 PM,105494609027,1054946,210480066,09027,Fraud,Fraud,False Personation,Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2021/09/24 12:31:00 AM,2021/09/24,00:31,2021,Friday,2021/09/24 07:18:00 PM,107385505083,1073855,210619594,05083,Burglary,Burglary - Hot Prowl,"Burglary, Hot Prowl, Unlawful Entry",Cite or Arrest Adult,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2023/08/29 04:20:00 PM,2023/08/29,16:20,2023,Tuesday,2023/09/02 03:10:00 PM,131409106302,1314091,230628064,06302,Larceny Theft,Larceny Theft - From Building,"Theft, From Building, $50-$200",Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2023/08/10 12:00:00 PM,2023/08/10,12:00,2023,Thursday,2023/08/14 12:37:00 PM,130734561030,1307345,230574718,61030,Other,Other,"Death Report, Cause Unknown",Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2023/12/11 06:00:00 AM,2023/12/11,06:00,2023,Monday,2023/12/11 06:39:00 PM,134629607041,1346296,230861173,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2023/12/07 05:30:00 PM,2023/12/07,17:30,2023,Thursday,2023/12/08 10:20:00 AM,134547907021,1345479,230861173,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2023/07/07 05:18:00 AM,2023/07/07,05:18,2023,Friday,2023/07/07 05:18:00 AM,129362406242,1293624,230469448,06242,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $50-$200",Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2023/06/20 08:01:00 AM,2023/06/20,08:01,2023,Tuesday,2023/06/20 08:07:00 AM,128779404134,1287794,230424088,04134,Assault,Simple Assault,Battery,Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2023/05/16 07:00:00 PM,2023/05/16,19:00,2023,Tuesday,2023/05/17 01:21:00 PM,127664471013,1276644,230341250,71013,Larceny Theft,Theft From Vehicle,"License Plate, Stolen",Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2023/05/01 09:36:00 PM,2023/05/01,21:36,2023,Monday,2023/05/02 03:53:00 PM,127199865070,1271998,230305080,65070,Other Miscellaneous,Other,"Vehicle, Throwing Substance At",Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.72818911959265,-122.37071186415943,POINT (-122.37071186415943 37.72818911959265)
2024/04/02 07:00:00 AM,2024/04/02,07:00,2024,Tuesday,2024/04/02 06:15:00 PM,137888512030,1378885,240208844,12030,Weapons Offense,Weapons Offense,"Weapon, Deadly, Imitation or Laser Scope, Exhibiting",Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.728187561035156,-122.37071228027344,POINT (-122.37071228027344 37.728187561035156)
2024/04/02 07:00:00 AM,2024/04/02,07:00,2024,Tuesday,2024/04/02 06:15:00 PM,137888564070,1378885,240208844,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.728187561035156,-122.37071228027344,POINT (-122.37071228027344 37.728187561035156)
2024/03/11 06:00:00 AM,2024/03/11,06:00,2024,Monday,2024/03/11 08:40:00 AM,137189907021,1371899,240157081,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.728187561035156,-122.37071228027344,POINT (-122.37071228027344 37.728187561035156)
2024/01/25 08:40:00 PM,2024/01/25,20:40,2024,Thursday,2024/01/26 11:27:00 AM,135936207021,1359362,240056825,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,JERROLD AVE \ DONAHUE ST,Bayview,Bayview Hunters Point,37.728187561035156,-122.37071228027344,POINT (-122.37071228027344 37.728187561035156)
2023/08/08 12:00:00 AM,2023/08/08,00:00,2023,Tuesday,2024/04/18 05:19:00 PM,138349371010,1383493,240243878,71010,Other Offenses,Other Offenses,"License Plate, Lost",Open or Active,FRIEDELL ST \ KIRKWOOD AVE,Bayview,Bayview Hunters Point,37.72731018066406,-122.37081909179688,POINT (-122.37081909179688 37.72731018066406)
2023/03/20 10:30:00 PM,2023/03/20,22:30,2023,Monday,2023/03/20 11:29:00 PM,125671406244,1256714,236051558,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,FRIEDELL ST \ KIRKWOOD AVE,Richmond,Bayview Hunters Point,37.72731068704417,-122.37081982189908,POINT (-122.37081982189908 37.72731068704417)
2021/10/04 04:01:00 AM,2021/10/04,04:01,2021,Monday,2021/10/04 04:09:00 AM,107691304081,1076913,210644488,04081,Assault,Aggravated Assault,Shooting into Inhabited Dwelling or Occupied Vehicle,Open or Active,FRIEDELL ST \ KIRKWOOD AVE,Bayview,Bayview Hunters Point,37.72731068704417,-122.37081982189908,POINT (-122.37081982189908 37.72731068704417)
2020/08/31 06:30:00 PM,2020/08/31,18:30,2020,Monday,2020/09/07 08:45:00 PM,95947107021,959471,200539695,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,FRIEDELL ST \ KIRKWOOD AVE,Bayview,Bayview Hunters Point,37.72731068704417,-122.37081982189908,POINT (-122.37081982189908 37.72731068704417)
2020/05/20 11:00:00 AM,2020/05/20,11:00,2020,Wednesday,2020/05/20 07:14:00 PM,92862405071,928624,200307680,05071,Burglary,Burglary - Other,"Burglary, Other Bldg., Forcible Entry",Open or Active,FRIEDELL ST \ KIRKWOOD AVE,Bayview,Bayview Hunters Point,37.72731068704417,-122.37081982189908,POINT (-122.37081982189908 37.72731068704417)
2020/09/17 07:15:00 PM,2020/09/17,19:15,2020,Thursday,2020/09/18 10:10:00 AM,96247006374,962470,200562339,06374,Larceny Theft,Larceny Theft - Other,"Theft, Other Property, >$950",Cite or Arrest Adult,FRIEDELL ST \ KIRKWOOD AVE,Bayview,Bayview Hunters Point,37.72731068704417,-122.37081982189908,POINT (-122.37081982189908 37.72731068704417)
2019/06/19 12:00:00 AM,2019/06/19,00:00,2019,Wednesday,2019/10/03 05:45:00 PM,85411828160,854118,190449344,28160,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Vehicle",Open or Active,FRIEDELL ST \ KIRKWOOD AVE,Bayview,Bayview Hunters Point,37.72731068704417,-122.37081982189908,POINT (-122.37081982189908 37.72731068704417)
2019/12/06 04:30:00 PM,2019/12/06,16:30,2019,Friday,2019/12/09 11:00:00 AM,87885507026,878855,190926251,07026,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Other Vehicle",Open or Active,FRIEDELL ST \ KIRKWOOD AVE,Bayview,Bayview Hunters Point,37.72731068704417,-122.37081982189908,POINT (-122.37081982189908 37.72731068704417)
2019/06/25 02:16:00 AM,2019/06/25,02:16,2019,Tuesday,2019/06/25 02:27:00 AM,81534362050,815343,190458066,62050,Warrant,Warrant,"Warrant Arrest, Enroute To Outside Jurisdiction",Cite or Arrest Adult,FRIEDELL ST \ KIRKWOOD AVE,Bayview,Bayview Hunters Point,37.72731068704417,-122.37081982189908,POINT (-122.37081982189908 37.72731068704417)
2019/06/19 12:00:00 AM,2019/06/19,00:00,2019,Wednesday,2019/10/03 05:45:00 PM,85411806243,854118,190449344,06243,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, $200-$950",Open or Active,FRIEDELL ST \ KIRKWOOD AVE,Bayview,Bayview Hunters Point,37.72731068704417,-122.37081982189908,POINT (-122.37081982189908 37.72731068704417)
2019/01/07 12:00:00 AM,2019/01/07,00:00,2019,Monday,2019/10/01 10:42:00 AM,85352809029,853528,190736179,09029,Fraud,Fraud,False Personation to Receive Money or Property,Open or Active,FRIEDELL ST \ KIRKWOOD AVE,Bayview,Bayview Hunters Point,37.72731068704417,-122.37081982189908,POINT (-122.37081982189908 37.72731068704417)
2019/12/06 04:30:00 PM,2019/12/06,16:30,2019,Friday,2019/12/09 11:00:00 AM,87885505071,878855,190926251,05071,Burglary,Burglary - Other,"Burglary, Other Bldg., Forcible Entry",Open or Active,FRIEDELL ST \ KIRKWOOD AVE,Bayview,Bayview Hunters Point,37.72731068704417,-122.37081982189908,POINT (-122.37081982189908 37.72731068704417)
2019/06/19 12:00:00 AM,2019/06/19,00:00,2019,Wednesday,2019/10/03 05:45:00 PM,85411864070,854118,190449344,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,FRIEDELL ST \ KIRKWOOD AVE,Bayview,Bayview Hunters Point,37.72731068704417,-122.37081982189908,POINT (-122.37081982189908 37.72731068704417)
2019/05/06 02:59:00 PM,2019/05/06,14:59,2019,Monday,2019/05/07 11:49:00 AM,79840728135,798407,190326805,28135,Malicious Mischief,Other,"Phone Calls, Harassing",Open or Active,FRIEDELL ST \ KIRKWOOD AVE,Bayview,Bayview Hunters Point,37.72731068704417,-122.37081982189908,POINT (-122.37081982189908 37.72731068704417)
2019/03/26 10:25:00 PM,2019/03/26,22:25,2019,Tuesday,2019/03/26 10:25:00 PM,78385707041,783857,190215684,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,FRIEDELL ST \ KIRKWOOD AVE,Bayview,Bayview Hunters Point,37.72731068704417,-122.37081982189908,POINT (-122.37081982189908 37.72731068704417)
2019/06/19 07:00:00 PM,2019/06/19,19:00,2019,Wednesday,2019/06/21 04:35:00 PM,81412528160,814125,190449344,28160,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Vehicle",Open or Active,FRIEDELL ST \ KIRKWOOD AVE,Bayview,Bayview Hunters Point,37.72731068704417,-122.37081982189908,POINT (-122.37081982189908 37.72731068704417)
2019/04/04 10:58:00 PM,2019/04/04,22:58,2019,Thursday,2019/04/04 10:58:00 PM,78703107041,787031,190210032,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,FRIEDELL ST \ KIRKWOOD AVE,Bayview,Bayview Hunters Point,37.72731068704417,-122.37081982189908,POINT (-122.37081982189908 37.72731068704417)
2019/06/19 07:00:00 PM,2019/06/19,19:00,2019,Wednesday,2019/06/21 04:35:00 PM,81412564070,814125,190449344,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,FRIEDELL ST \ KIRKWOOD AVE,Bayview,Bayview Hunters Point,37.72731068704417,-122.37081982189908,POINT (-122.37081982189908 37.72731068704417)
2018/10/17 11:05:00 PM,2018/10/17,23:05,2018,Wednesday,2018/10/17 11:08:00 PM,72735564070,727355,180789871,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,FRIEDELL ST \ KIRKWOOD AVE,Bayview,Bayview Hunters Point,37.72731068704417,-122.37081982189908,POINT (-122.37081982189908 37.72731068704417)
2018/06/13 11:30:00 AM,2018/06/13,11:30,2018,Wednesday,2018/06/20 09:33:00 AM,68143727195,681437,180457341,27195,Other Miscellaneous,Trespass,Trespassing,Open or Active,FRIEDELL ST \ KIRKWOOD AVE,Bayview,Bayview Hunters Point,37.72731068704417,-122.37081982189908,POINT (-122.37081982189908 37.72731068704417)
2018/06/13 11:30:00 AM,2018/06/13,11:30,2018,Wednesday,2018/06/22 01:00:00 PM,68207228150,682072,180457341,28150,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",Open or Active,FRIEDELL ST \ KIRKWOOD AVE,Bayview,Bayview Hunters Point,37.72731068704417,-122.37081982189908,POINT (-122.37081982189908 37.72731068704417)
2018/02/19 07:37:00 AM,2018/02/19,07:37,2018,Monday,2018/02/19 07:37:00 AM,63730407041,637304,180115163,07041,Recovered Vehicle,Recovered Vehicle,"Vehicle, Recovered, Auto",Open or Active,FRIEDELL ST \ KIRKWOOD AVE,Bayview,Bayview Hunters Point,37.72731068704417,-122.37081982189908,POINT (-122.37081982189908 37.72731068704417)
2018/07/14 09:00:00 PM,2018/07/14,21:00,2018,Saturday,2018/07/19 02:30:00 PM,69255107021,692551,180537153,07021,Motor Vehicle Theft,Motor Vehicle Theft,"Vehicle, Stolen, Auto",Open or Active,FRIEDELL ST \ KIRKWOOD AVE,Bayview,Bayview Hunters Point,37.72731068704417,-122.37081982189908,POINT (-122.37081982189908 37.72731068704417)
2018/06/13 11:30:00 AM,2018/06/13,11:30,2018,Wednesday,2018/06/22 01:00:00 PM,68207206313,682072,180457341,06313,Larceny Theft,Larceny Theft - Bicycle,"Theft, Bicycle, $200-$950",Open or Active,FRIEDELL ST \ KIRKWOOD AVE,Bayview,Bayview Hunters Point,37.72731068704417,-122.37081982189908,POINT (-122.37081982189908 37.72731068704417)
2018/01/28 08:30:00 AM,2018/01/28,08:30,2018,Sunday,2018/01/28 11:18:00 AM,62918828167,629188,180074484,28167,Malicious Mischief,Vandalism,Vandalism with Noxious Chemical,Open or Active,FRIEDELL ST \ KIRKWOOD AVE,Bayview,Bayview Hunters Point,37.72731068704417,-122.37081982189908,POINT (-122.37081982189908 37.72731068704417)
2018/04/09 11:00:00 AM,2018/04/09,11:00,2018,Monday,2018/04/10 10:30:00 AM,65615212075,656152,180264873,12075,,,Military Ordinance,Open or Active,FRIEDELL ST \ KIRKWOOD AVE,Bayview,Bayview Hunters Point,37.72731068704417,-122.37081982189908,POINT (-122.37081982189908 37.72731068704417)
2018/06/13 11:30:00 AM,2018/06/13,11:30,2018,Wednesday,2018/06/20 09:33:00 AM,68143728150,681437,180457341,28150,Malicious Mischief,Vandalism,"Malicious Mischief, Vandalism to Property",Open or Active,FRIEDELL ST \ KIRKWOOD AVE,Bayview,Bayview Hunters Point,37.72731068704417,-122.37081982189908,POINT (-122.37081982189908 37.72731068704417)
2018/06/13 11:30:00 AM,2018/06/13,11:30,2018,Wednesday,2018/06/20 09:33:00 AM,68143706313,681437,180457341,06313,Larceny Theft,Larceny Theft - Bicycle,"Theft, Bicycle, $200-$950",Open or Active,FRIEDELL ST \ KIRKWOOD AVE,Bayview,Bayview Hunters Point,37.72731068704417,-122.37081982189908,POINT (-122.37081982189908 37.72731068704417)
2021/04/03 07:57:00 PM,2021/04/03,19:57,2021,Saturday,2021/04/03 07:58:00 PM,101866761030,1018667,210207315,61030,Other,Other,"Death Report, Cause Unknown",Open or Active,FRIEDELL ST \ KIRKWOOD AVE,Bayview,Bayview Hunters Point,37.72731068704417,-122.37081982189908,POINT (-122.37081982189908 37.72731068704417)
2023/02/10 08:32:00 PM,2023/02/10,20:32,2023,Friday,2023/02/10 08:38:00 PM,124342604014,1243426,230100567,04014,Assault,Aggravated Assault,"Assault, Aggravated, W/ Force",Cite or Arrest Adult,FRIEDELL ST \ KIRKWOOD AVE,Bayview,Bayview Hunters Point,37.72731068704417,-122.37081982189908,POINT (-122.37081982189908 37.72731068704417)
2022/12/17 09:45:00 AM,2022/12/17,09:45,2022,Saturday,2022/12/18 11:14:00 AM,122575364070,1225753,220864949,64070,Suspicious Occ,Suspicious Occ,Suspicious Occurrence,Open or Active,FRIEDELL ST \ KIRKWOOD AVE,Bayview,Bayview Hunters Point,37.72731068704417,-122.37081982189908,POINT (-122.37081982189908 37.72731068704417)
2022/10/25 12:00:00 PM,2022/10/25,12:00,2022,Tuesday,2022/11/01 02:06:00 PM,121025509029,1210255,220751910,09029,Fraud,Fraud,False Personation to Receive Money or Property,Open or Active,FRIEDELL ST \ KIRKWOOD AVE,Bayview,Bayview Hunters Point,37.72731068704417,-122.37081982189908,POINT (-122.37081982189908 37.72731068704417)
2022/07/01 10:00:00 PM,2022/07/01,22:00,2022,Friday,2022/07/28 06:51:00 PM,117657106244,1176571,226133780,06244,Larceny Theft,Larceny - From Vehicle,"Theft, From Locked Vehicle, >$950",Open or Active,FRIEDELL ST \ KIRKWOOD AVE,Bayview,Bayview Hunters Point,37.72731068704417,-122.37081982189908,POINT (-122.37081982189908 37.72731068704417)
